第16任總統副總統選舉候選人在臺東縣各投開票所得票數一覽表,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投開票所別,各組候選人得票情形,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數
D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","投票率H
H=C÷G"
,,,"(1)
柯文哲
吳欣盈","(2)
賴清德
蕭美琴","(3)
侯友宜
趙少康",,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
總　計,,,"25,590","30,131","54,220","109,941",895,"110,836",3,"110,839","67,889","178,728",62.01
,三仙里,0104,73,70,213,356,2,358,0,358,430,788,45.43
,忠孝里,0105,48,71,108,227,3,230,0,230,214,444,51.80
,忠孝里,0106,45,56,115,216,0,216,0,216,226,442,48.87
,博愛里,0107,29,28,133,190,3,193,0,193,138,331,58.31
,博愛里,0108,15,21,90,126,0,126,0,126,119,245,51.43
　關山鎮,,,934,"1,129","2,148","4,211",37,"4,248",0,"4,248","2,635","6,883",61.72
,里壠里,0109,107,153,282,542,3,545,0,545,266,811,67.20
,里壠里,0110,72,79,196,347,1,348,0,348,346,694,50.14
,中福里,0111,127,159,222,508,0,508,0,508,204,712,71.35
,新福里,0112,121,146,247,514,10,524,0,524,313,837,62.60
,豐泉里,0113,144,176,361,681,6,687,0,687,376,"1,063",64.63
,月眉里,0114,78,112,165,355,6,361,0,361,284,645,55.97
,德高里,0115,110,98,299,507,4,511,0,511,369,880,58.07
,德高里,0116,116,147,222,485,3,488,0,488,251,739,66.04
,電光里,0117,59,59,154,272,4,276,0,276,226,502,54.98
　卑南鄉,,,"2,032","2,724","4,325","9,081",108,"9,189",0,"9,189","5,399","14,588",62.99
,賓朗村,0118,125,290,217,632,8,640,0,640,349,989,64.71
,賓朗村,0119,174,192,370,736,6,742,0,742,383,"1,125",65.96
,美農村,0120,32,70,45,147,0,147,0,147,67,214,68.69
,美農村,0121,56,130,97,283,4,287,0,287,166,453,63.36
,美農村,0122,40,80,96,216,2,218,0,218,151,369,59.08
,初鹿村,0123,90,131,204,425,6,431,0,431,273,704,61.22
,初鹿村,0124,59,111,137,307,4,311,0,311,166,477,65.20
,明峰村,0125,76,166,183,425,5,430,0,430,260,690,62.32
,明峰村,0126,44,62,131,237,6,243,0,243,180,423,57.45
,嘉豐村,0127,26,43,48,117,1,118,0,118,132,250,47.20
,嘉豐村,0128,39,24,54,117,2,119,0,119,94,213,55.87
,太平村,0129,152,208,317,677,7,684,0,684,446,"1,130",60.53
,太平村,0130,163,209,374,746,7,753,0,753,332,"1,085",69.40
,太平村,0131,183,116,248,547,4,551,0,551,381,932,59.12
,泰安村,0132,146,149,366,661,8,669,0,669,436,"1,105",60.54
,利嘉村,0133,165,152,365,682,12,694,0,694,368,"1,062",65.35
,東興村,0134,150,75,508,733,6,739,0,739,389,"1,128",65.51
,溫泉村,0135,139,230,198,567,7,574,0,574,320,894,64.21
,溫泉村,0136,10,59,26,95,2,97,0,97,49,146,66.44
,富山村,0137,70,63,134,267,6,273,0,273,181,454,60.13
,富源村,0138,33,89,72,194,1,195,0,195,113,308,63.31
,利吉村,0139,60,75,135,270,4,274,0,274,163,437,62.70
　鹿野鄉,,,778,"1,243","1,791","3,812",34,"3,846",0,"3,846","2,611","6,457",59.56
,鹿野村,0140,72,46,186,304,4,308,0,308,177,485,63.51
,鹿野村,0141,57,97,154,308,0,308,0,308,196,504,61.11
,龍田村,0142,116,259,245,620,4,624,0,624,367,991,62.97
,永安村,0143,123,194,301,618,5,623,0,623,437,"1,060",58.77
,永安村,0144,38,34,100,172,4,176,0,176,152,328,53.66
,瑞隆村,0145,85,102,251,438,3,441,0,441,383,824,53.52
,瑞源村,0146,96,146,243,485,3,488,0,488,311,799,61.08
,瑞和村,0147,86,80,161,327,5,332,0,332,287,619,53.63
,瑞豐村,0148,57,98,91,246,1,247,0,247,164,411,60.10
,瑞豐村,0149,48,187,59,294,5,299,0,299,137,436,68.58
　池上鄉,,,902,"1,192","1,818","3,912",36,"3,948",0,"3,948","2,923","6,871",57.46
,福原村,0150,146,170,275,591,5,596,0,596,376,972,61.32
,福原村,0151,147,205,230,582,8,590,0,590,285,875,67.43
,福文村,0152,47,89,115,251,0,251,0,251,150,401,62.59
,福文村,0153,83,84,168,335,5,340,0,340,298,638,53.29
,慶豐村,0154,57,111,189,357,3,360,0,360,286,646,55.73
,大坡村,0155,29,35,94,158,3,161,0,161,163,324,49.69
,大埔村,0156,83,112,224,419,1,420,0,420,343,763,55.05
,新興村,0157,108,141,202,451,3,454,0,454,367,821,55.30
,錦園村,0158,33,72,77,182,1,183,0,183,136,319,57.37
,萬安村,0159,45,79,58,182,2,184,0,184,120,304,60.53
,富興村,0160,56,50,100,206,4,210,0,210,166,376,55.85
,振興村,0161,68,44,86,198,1,199,0,199,233,432,46.06
　東河鄉,,,753,996,"2,105","3,854",37,"3,891",0,"3,891","3,252","7,143",54.47
,都蘭村,0162,67,126,182,375,5,380,0,380,269,649,58.55
,都蘭村,0163,70,119,177,366,7,373,0,373,225,598,62.37
,都蘭村,0164,117,128,262,507,3,510,0,510,260,770,66.23
,興昌村,0165,84,175,256,515,1,516,0,516,375,891,57.91
,隆昌村,0166,58,64,169,291,3,294,0,294,199,493,59.63
,東河村,0167,137,91,308,536,2,538,0,538,414,952,56.51
,泰源村,0168,101,102,315,518,9,527,0,527,561,"1,088",48.44
,北源村,0169,56,69,172,297,4,301,0,301,459,760,39.61
,北源村,0170,27,29,105,161,0,161,0,161,168,329,48.94
,北源村,0171,19,53,109,181,2,183,0,183,200,383,47.78
,尚德村,0172,17,40,50,107,1,108,0,108,122,230,46.96
　長濱鄉,,,482,744,"1,924","3,150",31,"3,181",0,"3,181","2,815","5,996",53.05
,寧埔村,0173,29,69,160,258,1,259,0,259,233,492,52.64
,寧埔村,0174,52,66,231,349,3,352,0,352,300,652,53.99
,竹湖村,0175,78,119,278,475,4,479,0,479,362,841,56.96
,長濱村,0176,95,166,316,577,9,586,0,586,570,"1,156",50.69
,長濱村,0177,61,85,230,376,2,378,0,378,318,696,54.31
,忠勇村,0178,30,64,115,209,3,212,0,212,278,490,43.27
,三間村,0179,60,66,201,327,4,331,0,331,293,624,53.04
,三間村,0180,16,32,133,181,3,184,0,184,123,307,59.93
,三間村,0181,20,9,48,77,0,77,0,77,99,176,43.75
,樟原村,0182,4,3,9,16,1,17,0,17,9,26,65.38
,樟原村,0183,37,65,203,305,1,306,0,306,230,536,57.09
　太麻里鄉,,,"1,123","1,591","2,889","5,603",51,"5,654",0,"5,654","3,692","9,346",60.50
,美和村,0184,82,157,149,388,2,390,0,390,221,611,63.83
,美和村,0185,80,147,134,361,5,366,0,366,278,644,56.83
,三和村,0186,72,137,134,343,6,349,0,349,200,549,63.57
,華源村,0187,52,174,130,356,3,359,0,359,215,574,62.54
,北里村,0188,83,110,140,333,1,334,0,334,221,555,60.18
,大王村,0189,132,115,342,589,6,595,0,595,304,899,66.18
,大王村,0190,68,184,198,450,6,456,0,456,352,808,56.44
,泰和村,0191,101,137,166,404,4,408,0,408,207,615,66.34
